,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,10.0,0,0.5,150,0.004026089999999982,550
1,10.0,1,0.5,150,0.01999584800000065,550
2,10.0,2,0.5,150,0.031854561000002946,550
3,12.0,3,0.5,150,0.0429066700000007,550
4,12.0,4,0.5,150,0.05402113800000308,550
5,13.0,5,0.5,150,0.06543175200000206,550
6,13.0,6,0.5,150,0.07690994600000067,550
7,15.0,7,0.5,150,0.0883467460000027,550
8,15.0,8,0.5,150,0.09985217900000265,550
9,16.0,9,0.5,150,0.11136514400000053,550
10,16.0,10,0.5,150,0.12296339400000278,550
11,17.0,11,0.5,150,0.13459932399999985,550
12,17.0,12,0.5,150,0.14648729500000002,550
13,113.0,13,0.5,150,0.15815847600000055,550
14,115.0,14,0.5,150,0.16911049000000133,550
15,115.0,15,0.5,150,0.17977658800000285,550
16,115.0,16,0.5,150,0.19323816600000043,550
17,115.0,17,0.5,150,0.2085486670000023,550
18,115.0,18,0.5,150,0.2233156919999999,550
19,116.0,19,0.5,150,0.2384459550000031,550
20,118.0,20,0.5,150,0.25146973000000017,550
21,118.0,21,0.5,150,0.26413314200000215,550
22,118.0,22,0.5,150,0.2762526540000003,550
23,118.0,23,0.5,150,0.2885041810000004,550
24,118.0,24,0.5,150,0.3006835020000018,550
25,118.0,25,0.5,150,0.3129181810000006,550
26,118.0,26,0.5,150,0.326613205000001,550
27,118.0,27,0.5,150,0.34022398700000167,550
28,118.0,28,0.5,150,0.35316825000000307,550
29,118.0,29,0.5,150,0.36624070300000255,550
30,118.0,30,0.5,150,0.37899415700000105,550
