,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,67.0,0,0.5,150,0.002787478000000121,150
1,67.0,1,0.5,150,0.018448138000000114,150
2,67.0,2,0.5,150,0.0324068749999995,150
3,69.0,3,0.5,150,0.043871617999998946,150
4,71.0,4,0.5,150,0.05509363100000009,150
5,73.0,5,0.5,150,0.06625578899999951,150
6,73.0,6,0.5,150,0.07750913399999959,150
7,73.0,7,0.5,150,0.08868969699999951,150
8,76.0,8,0.5,150,0.09995823499999901,150
9,77.0,9,0.5,150,0.11108416399999932,150
10,78.0,10,0.5,150,0.12430040099999928,150
11,78.0,11,0.5,150,0.14629731800000023,150
12,80.0,12,0.5,150,0.15791486799999888,150
13,82.0,13,0.5,150,0.17199846099999938,150
14,85.0,14,0.5,150,0.18296063200000034,150
15,85.0,15,0.5,150,0.19400216500000056,150
16,85.0,16,0.5,150,0.20500616500000035,150
17,86.0,17,0.5,150,0.21631358499999997,150
18,89.0,18,0.5,150,0.22758387300000038,150
19,91.0,19,0.5,150,0.23888923500000026,150
20,93.0,20,0.5,150,0.25075688599999957,150
21,93.0,21,0.5,150,0.26908123199999956,150
22,93.0,22,0.5,150,0.28056177000000027,150
23,93.0,23,0.5,150,0.29208348399999906,150
24,93.0,24,0.5,150,0.30362956699999977,150
25,94.0,25,0.5,150,0.31504277900000055,150
26,95.0,26,0.5,150,0.326541945999999,150
27,97.0,27,0.5,150,0.3378438920000004,150
28,97.0,28,0.5,150,0.3491462219999999,150
29,97.0,29,0.5,150,0.3603902770000005,150
30,97.0,30,0.5,150,0.3723182559999998,150
31,99.0,31,0.5,150,0.3904901770000002,150
32,100.0,32,0.5,150,0.40227906700000027,150
33,100.0,33,0.5,150,0.4138244370000006,150
34,100.0,34,0.5,150,0.42507861999999896,150
35,100.0,35,0.5,150,0.4361680450000005,150
36,100.0,36,0.5,150,0.4474753749999998,150
37,100.0,37,0.5,150,0.4597832299999993,150
38,100.0,38,0.5,150,0.4709334389999995,150
39,100.0,39,0.5,150,0.4819771149999994,150
40,100.0,40,0.5,150,0.49487059800000033,150
41,100.0,41,0.5,150,0.5152824109999994,150
42,100.0,42,0.5,150,0.5263553499999993,150
