,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,67.0,0,0.5,150,0.004368475999999788,150
1,67.0,1,0.5,150,0.01950411999999968,150
2,67.0,2,0.5,150,0.031099660999999834,150
3,69.0,3,0.5,150,0.04218346499999992,150
4,71.0,4,0.5,150,0.05531062599999981,150
5,73.0,5,0.5,150,0.06670355600000022,150
6,73.0,6,0.5,150,0.0780298290000001,150
7,73.0,7,0.5,150,0.08908119300000017,150
8,76.0,8,0.5,150,0.10014725399999946,150
9,77.0,9,0.5,150,0.11130353400000015,150
10,78.0,10,0.5,150,0.12234201500000008,150
11,78.0,11,0.5,150,0.1405681999999997,150
12,80.0,12,0.5,150,0.15202138200000004,150
13,82.0,13,0.5,150,0.16325228000000003,150
14,85.0,14,0.5,150,0.17445335299999964,150
15,85.0,15,0.5,150,0.18548483799999982,150
16,85.0,16,0.5,150,0.19669523499999997,150
17,86.0,17,0.5,150,0.2077778539999997,150
18,89.0,18,0.5,150,0.2187679419999995,150
19,91.0,19,0.5,150,0.22980347399999967,150
20,93.0,20,0.5,150,0.24312874499999992,150
21,93.0,21,0.5,150,0.26137007899999976,150
22,93.0,22,0.5,150,0.2734464179999998,150
23,93.0,23,0.5,150,0.2846691909999999,150
24,93.0,24,0.5,150,0.29644879199999963,150
25,94.0,25,0.5,150,0.3078064629999995,150
26,95.0,26,0.5,150,0.3188267549999999,150
27,97.0,27,0.5,150,0.3298876860000002,150
28,97.0,28,0.5,150,0.34249313099999945,150
29,97.0,29,0.5,150,0.35357228099999993,150
30,97.0,30,0.5,150,0.3660846959999997,150
31,99.0,31,0.5,150,0.38536969299999946,150
32,100.0,32,0.5,150,0.39654148799999955,150
33,100.0,33,0.5,150,0.4078679300000001,150
34,100.0,34,0.5,150,0.4188384489999999,150
35,100.0,35,0.5,150,0.4298538049999996,150
36,100.0,36,0.5,150,0.4408260009999996,150
37,100.0,37,0.5,150,0.452216376,150
38,100.0,38,0.5,150,0.4632904299999998,150
39,100.0,39,0.5,150,0.47460637699999975,150
40,100.0,40,0.5,150,0.48677233200000014,150
41,100.0,41,0.5,150,0.5052643960000003,150
42,100.0,42,0.5,150,0.5168238149999995,150
