,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,10.0,0,0.5,50,0.0010168159999999205,150
1,10.0,1,0.5,50,0.007784577999998987,150
2,10.0,2,0.5,50,0.013367255000000355,150
3,10.0,3,0.5,50,0.018489427000000447,150
4,12.0,4,0.5,50,0.024176708999998908,150
5,12.0,5,0.5,50,0.028669546999999795,150
6,13.0,6,0.5,50,0.03243097300000031,150
7,13.0,7,0.5,50,0.03619165899999999,150
8,13.0,8,0.5,50,0.0399707540000005,150
9,14.0,9,0.5,50,0.044213259999999366,150
10,14.0,10,0.5,50,0.04822264699999934,150
11,14.0,11,0.5,50,0.05863145700000061,150
12,14.0,12,0.5,50,0.06272862199999985,150
13,14.0,13,0.5,50,0.06722354000000053,150
14,14.0,14,0.5,50,0.07108958599999937,150
15,14.0,15,0.5,50,0.07489319299999941,150
16,14.0,16,0.5,50,0.0787188840000006,150
17,14.0,17,0.5,50,0.08249508099999936,150
18,15.0,18,0.5,50,0.08631081399999907,150
19,15.0,19,0.5,50,0.09043852900000005,150
20,17.0,20,0.5,50,0.09439951799999946,150
21,17.0,21,0.5,50,0.10463162499999967,150
22,17.0,22,0.5,50,0.10857942099999995,150
23,17.0,23,0.5,50,0.11240055899999923,150
24,17.0,24,0.5,50,0.1162368409999992,150
25,17.0,25,0.5,50,0.12001726199999929,150
26,19.0,26,0.5,50,0.12381756299999935,150
27,19.0,27,0.5,50,0.127601563999999,150
28,19.0,28,0.5,50,0.13140332799999932,150
29,19.0,29,0.5,50,0.13516806400000014,150
30,19.0,30,0.5,50,0.139271514999999,150
31,19.0,31,0.5,50,0.1495718289999992,150
32,19.0,32,0.5,50,0.15351695400000054,150
33,19.0,33,0.5,50,0.15870155800000063,150
34,19.0,34,0.5,50,0.16293963499999897,150
35,19.0,35,0.5,50,0.16683735199999994,150
36,19.0,36,0.5,50,0.17070205699999974,150
