,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,10.0,0,0.5,150,0.002140588999999693,150
1,10.0,1,0.5,150,0.017452801000001017,150
2,10.0,2,0.5,150,0.028818258999999458,150
3,12.0,3,0.5,150,0.0405709759999997,150
4,12.0,4,0.5,150,0.05166746400000122,150
5,13.0,5,0.5,150,0.06290943399999982,150
6,13.0,6,0.5,150,0.07444960399999978,150
7,15.0,7,0.5,150,0.0858272220000007,150
8,15.0,8,0.5,150,0.09718053799999993,150
9,16.0,9,0.5,150,0.10984462200000067,150
10,16.0,10,0.5,150,0.1235496480000009,150
11,17.0,11,0.5,150,0.14324461400000033,150
12,17.0,12,0.5,150,0.15613407700000081,150
13,113.0,13,0.5,150,0.17023573800000058,150
14,115.0,14,0.5,150,0.18206736800000023,150
15,115.0,15,0.5,150,0.19562499000000066,150
16,115.0,16,0.5,150,0.2091177730000009,150
17,115.0,17,0.5,150,0.22174010099999997,150
18,115.0,18,0.5,150,0.23365568900000078,150
19,116.0,19,0.5,150,0.24592361200000035,150
20,118.0,20,0.5,150,0.2581884150000011,150
21,118.0,21,0.5,150,0.2775028190000004,150
22,118.0,22,0.5,150,0.2900644999999997,150
23,118.0,23,0.5,150,0.3029410240000008,150
24,118.0,24,0.5,150,0.31561205800000103,150
25,118.0,25,0.5,150,0.32805703200000025,150
26,118.0,26,0.5,150,0.3405874779999998,150
27,118.0,27,0.5,150,0.3551591900000002,150
28,118.0,28,0.5,150,0.3693571559999995,150
29,118.0,29,0.5,150,0.3831383759999998,150
30,118.0,30,0.5,150,0.39708591199999965,150
