,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,10.0,0,0.25,150,0.002972715000000292,150
1,11.0,1,0.25,150,0.020738357000000818,150
2,11.0,2,0.25,150,0.03310118000000095,150
3,11.0,3,0.25,150,0.04533238500000003,150
4,15.0,4,0.25,150,0.05688465200000081,150
5,15.0,5,0.25,150,0.06838364400000074,150
6,15.0,6,0.25,150,0.07952198300000113,150
7,19.0,7,0.25,150,0.09065830599999991,150
8,19.0,8,0.25,150,0.10181916400000013,150
9,19.0,9,0.25,150,0.11412182699999995,150
10,19.0,10,0.25,150,0.12540854000000046,150
11,112.0,11,0.25,150,0.1432042400000011,150
12,112.0,12,0.25,150,0.15464313000000018,150
13,112.0,13,0.25,150,0.16633156800000037,150
14,115.0,14,0.25,150,0.17761956500000053,150
15,115.0,15,0.25,150,0.1889448740000006,150
16,117.0,16,0.25,150,0.20036076200000075,150
17,117.0,17,0.25,150,0.21329360400000041,150
18,117.0,18,0.25,150,0.22715089799999966,150
19,117.0,19,0.25,150,0.24167453100000102,150
20,117.0,20,0.25,150,0.25892988200000033,150
21,117.0,21,0.25,150,0.2807978369999997,150
22,117.0,22,0.25,150,0.2929348640000011,150
23,117.0,23,0.25,150,0.3050186660000005,150
24,117.0,24,0.25,150,0.3171154740000013,150
25,117.0,25,0.25,150,0.3292770350000005,150
26,117.0,26,0.25,150,0.34153820600000095,150
