,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,66.0,0,0.25,150,0.0037223639999997005,150
1,66.0,1,0.25,150,0.021180509999998876,150
2,66.0,2,0.25,150,0.037688713999999734,150
3,70.0,3,0.25,150,0.050391681999998994,150
4,70.0,4,0.25,150,0.061117959999998916,150
5,70.0,5,0.25,150,0.07175724100000025,150
6,75.0,6,0.25,150,0.08224577699999891,150
7,75.0,7,0.25,150,0.0928200609999994,150
8,75.0,8,0.25,150,0.10437063999999907,150
9,77.0,9,0.25,150,0.11565023899999893,150
10,80.0,10,0.25,150,0.12712746599999925,150
11,80.0,11,0.25,150,0.1456203209999991,150
12,81.0,12,0.25,150,0.1569116399999988,150
13,81.0,13,0.25,150,0.16810257499999892,150
14,84.0,14,0.25,150,0.17942911199999934,150
15,85.0,15,0.25,150,0.19054453299999885,150
16,86.0,16,0.25,150,0.2016954749999993,150
17,86.0,17,0.25,150,0.213374739999999,150
18,88.0,18,0.25,150,0.22635337499999864,150
19,88.0,19,0.25,150,0.23759731100000003,150
20,89.0,20,0.25,150,0.2494434039999991,150
21,93.0,21,0.25,150,0.2676037200000003,150
22,93.0,22,0.25,150,0.2791550179999991,150
23,93.0,23,0.25,150,0.2916037060000001,150
24,94.0,24,0.25,150,0.30307836799999954,150
25,95.0,25,0.25,150,0.3153610029999996,150
26,96.0,26,0.25,150,0.3268244429999996,150
27,97.0,27,0.25,150,0.3380270379999999,150
28,99.0,28,0.25,150,0.3500988809999992,150
29,99.0,29,0.25,150,0.3615217529999999,150
30,99.0,30,0.25,150,0.37321364099999954,150
31,100.0,31,0.25,150,0.39128859799999915,150
32,100.0,32,0.25,150,0.4026653729999996,150
33,100.0,33,0.25,150,0.4141147509999996,150
34,100.0,34,0.25,150,0.42548631799999903,150
35,100.0,35,0.25,150,0.43676194699999904,150
36,100.0,36,0.25,150,0.44815760000000004,150
37,100.0,37,0.25,150,0.46079044799999913,150
38,100.0,38,0.25,150,0.4727269579999991,150
39,100.0,39,0.25,150,0.484066168,150
40,100.0,40,0.25,150,0.4954909979999993,150
41,100.0,41,0.25,150,0.514041186,150
